customer_id,product_id,basket_date,basket_count
35960037,31541857,15-06-2019,3
6128936,46296421,15-06-2019,2
7463078,37356069,15-06-2019,2
3436696,26496209,15-06-2019,2
10233112,52238545,15-06-2019,2
2469408,42383131,15-06-2019,3
16158773,41883914,15-06-2019,2
924399,44767258,15-06-2019,2
11404710,51887498,15-06-2019,2
6677529,50231451,15-06-2019,2
36710547,458885,15-06-2019,2
38962029,51030750,15-06-2019,2
34042133,31125069,15-06-2019,2
39799296,42780162,15-06-2019,2
14491963,39684405,15-06-2019,2
10334216,34525502,15-06-2019,2
27659902,34689678,15-06-2019,2
17398974,34441398,16-06-2019,2
2256737,6538172,15-06-2019,2
1612736,4451125,15-06-2019,2
5984987,51034595,15-06-2019,2
11004573,50596116,15-06-2019,3
30996342,46364529,15-06-2019,2
36585170,41144281,15-06-2019,2
6075886,35109012,15-06-2019,2
26633229,43524799,15-06-2019,2
6371156,32251825,15-06-2019,2
12272,232285,15-06-2019,2
41608570,31720319,15-06-2019,2
42968094,6531200,14-06-2019,2
36115179,3213828,14-06-2019,2
39042643,39359897,14-06-2019,3
33869609,48964455,14-06-2019,2
1639831,3937199,14-06-2019,2
1049021,4795856,14-06-2019,2
30769451,43332848,14-06-2019,3
7906530,32418640,14-06-2019,2
15278569,42114320,14-06-2019,2
4697099,40736994,14-06-2019,2
19625674,48726494,14-06-2019,2
33878826,31978880,14-06-2019,2
1599524,44746811,14-06-2019,2
37373667,41727481,14-06-2019,2
11089130,53669665,14-06-2019,2
23713179,46692673,14-06-2019,3
7768276,35607765,14-06-2019,2
31276656,40594443,14-06-2019,2
21414215,52199862,14-06-2019,2
15741841,50891208,14-06-2019,2
16042702,40760526,14-06-2019,2
16048941,46167279,14-06-2019,2
15741841,48031618,14-06-2019,2
1547464,39827537,14-06-2019,2
31550010,41313598,14-06-2019,2
26788522,34407849,18-06-2019,2
30085572,51183379,18-06-2019,4
12857595,50601765,18-06-2019,2
21898560,40448251,18-06-2019,2
13372025,40204599,18-06-2019,2
12304334,41381269,18-06-2019,3
31638616,35505100,18-06-2019,2
14273568,43888529,18-06-2019,3
18146945,32282126,18-06-2019,2
24742239,49650994,18-06-2019,2
10416769,50059355,18-06-2019,2
1578791,31573900,18-06-2019,2
7782295,32613496,18-06-2019,4
15606177,3177325,18-06-2019,2
6948836,3058908,18-06-2019,3
22573283,39543957,18-06-2019,2
4130872,52403341,18-06-2019,2
34531043,48018509,18-06-2019,2
22963164,33109072,18-06-2019,2
7150976,47047732,18-06-2019,2
18506470,52924977,18-06-2019,2
39744737,40276077,18-06-2019,2
19061408,37078285,18-06-2019,2
34857404,38195391,18-06-2019,2
7653228,32242274,18-06-2019,2
20997659,49119444,18-06-2019,2
35334684,6194478,18-06-2019,2
16915612,37674279,18-06-2019,2
44415679,46280444,18-06-2019,2
19282386,55445659,18-06-2019,3
15367725,48051805,18-06-2019,2
15853025,6911634,18-06-2019,2
42839839,51881932,18-06-2019,2
20575244,51981259,18-06-2019,2
30656308,50390402,19-06-2019,2
5897414,46106748,19-06-2019,2
10437074,3735903,19-06-2019,3
30617300,32128322,19-06-2019,2
20517889,32229707,19-06-2019,2
17420231,31560347,18-06-2019,2
20380836,41771898,19-06-2019,2
6683186,34373617,19-06-2019,2
24464827,48631902,18-06-2019,2
13475802,44076001,18-06-2019,2
14735625,47108940,19-06-2019,2
20653843,32397777,18-06-2019,4
7130239,1069267,18-06-2019,2
17915586,46040537,18-06-2019,2
12273495,42887442,14-06-2019,2
6723024,44167642,14-06-2019,2
26115146,32099744,15-06-2019,2
23531841,50784707,14-06-2019,2
8571659,1069456,14-06-2019,2
853186,46876805,14-06-2019,2
44212229,2301364,15-06-2019,4
10113448,25458659,14-06-2019,2
5040972,31288872,14-06-2019,2
31498743,47891714,14-06-2019,2
33039898,49047266,13-06-2019,3
32774082,51840644,13-06-2019,2
10478837,44749980,13-06-2019,2
17020047,6938963,13-06-2019,2
11174575,33855676,13-06-2019,2
1036934,47365687,13-06-2019,2
27353728,33966228,13-06-2019,2
23893799,49267348,13-06-2019,2
23893799,51744192,13-06-2019,2
8707143,40946466,13-06-2019,2
29865301,46651068,13-06-2019,2
22691390,44289413,13-06-2019,2
41131037,48093124,13-06-2019,2
2222812,46264677,13-06-2019,2
8655171,1069969,13-06-2019,2
1838899,53610850,13-06-2019,2
16826822,46315448,13-06-2019,2
12359985,6362696,13-06-2019,2
9917254,35504415,13-06-2019,2
17674158,50147514,13-06-2019,3
30647820,38656612,13-06-2019,2
43233031,51304424,13-06-2019,3
13710368,2174680,13-06-2019,2
28588808,43518444,13-06-2019,2
29680005,46234841,13-06-2019,2
6707480,6687642,13-06-2019,2
25479094,36803109,13-06-2019,2
14393628,40275989,13-06-2019,2
11055739,52784074,13-06-2019,2
10753151,31928645,13-06-2019,2
20400518,48339717,13-06-2019,2
38367645,50935511,13-06-2019,2
9649603,75827,13-06-2019,2
26604896,34743697,13-06-2019,2
4130264,48498705,13-06-2019,2
35422870,41666127,13-06-2019,2
23401238,31544299,13-06-2019,2
1051979,33259863,13-06-2019,2
32676666,4359177,13-06-2019,2
10661854,2486022,13-06-2019,2
17936038,40302663,12-06-2019,2
25601143,33059472,13-06-2019,2
13216368,51821518,12-06-2019,2
5391782,40573366,12-06-2019,2
17010521,31074229,12-06-2019,2
34955959,33976946,12-06-2019,3
10465604,48660783,12-06-2019,2
43811620,45607225,12-06-2019,5
44028198,36287318,12-06-2019,4
24639135,34759897,12-06-2019,2
23809874,51257148,12-06-2019,2
10970628,35490500,12-06-2019,2
38387437,43893061,12-06-2019,2
34713662,46275901,12-06-2019,2
34548622,42617386,12-06-2019,2
11353053,33272213,12-06-2019,2
20654394,3373740,12-06-2019,2
3233686,51577916,12-06-2019,2
25707035,48161383,12-06-2019,2
21168306,37214422,12-06-2019,2
11313419,38272202,12-06-2019,2
33918182,34417305,12-06-2019,2
10609460,42366284,12-06-2019,2
40020822,35210234,12-06-2019,2
26432100,1290866,12-06-2019,2
32967274,43914080,12-06-2019,2
30649267,2584954,12-06-2019,2
18986938,41631706,12-06-2019,2
4946613,50614243,12-06-2019,2
17910202,2119554,12-06-2019,3
11328733,6071932,12-06-2019,2
1117990,42001725,12-06-2019,2
10044453,45995859,12-06-2019,2
17586951,47498750,11-06-2019,3
4232633,31264988,12-06-2019,2
14536264,31929332,11-06-2019,2
16083360,32062664,11-06-2019,2
43964413,49563351,12-06-2019,2
3799237,46882361,11-06-2019,2
24989857,31574046,11-06-2019,2
9905865,2389219,12-06-2019,2
37108659,33135320,11-06-2019,2
37003864,194476,11-06-2019,2
2693398,2037881,11-06-2019,3
13871654,52400203,12-06-2019,4
27338143,37119662,12-06-2019,2
6415039,1263668,12-06-2019,2
8309537,6057155,11-06-2019,2
35097013,44743774,11-06-2019,2
20703289,35606222,11-06-2019,2
8848196,37956563,11-06-2019,2
16415127,39271497,11-06-2019,2
2043297,39429530,11-06-2019,2
20653360,3373776,12-06-2019,2
1606255,31614873,11-06-2019,2
43800788,33455785,11-06-2019,2
14207427,42804748,11-06-2019,2
26640040,35628135,11-06-2019,3
12388090,52100301,11-06-2019,2
5836969,37635455,11-06-2019,2
13738776,47103092,11-06-2019,2
1256572,46223058,11-06-2019,2
18525838,36526014,11-06-2019,2
14542584,34325708,11-06-2019,2
20793903,36883703,11-06-2019,3
18852448,35714519,11-06-2019,2
15240260,42718843,11-06-2019,2
42126412,50144709,11-06-2019,3
4338804,32088797,11-06-2019,2
18923,39543957,11-06-2019,2
20888996,45867008,11-06-2019,2
5519703,37138687,11-06-2019,2
22153719,48170286,11-06-2019,2
25227328,47480321,11-06-2019,2
28451724,34758456,11-06-2019,2
5222234,44071680,11-06-2019,2
2194263,47629632,11-06-2019,2
23873565,43547553,11-06-2019,2
3817124,32785847,11-06-2019,2
4110592,31670163,11-06-2019,2
30386658,42204957,10-06-2019,2
10984058,36262723,10-06-2019,2
4251897,49635300,10-06-2019,4
37882313,75982,10-06-2019,2
37878482,35574453,10-06-2019,2
29430541,37673669,10-06-2019,2
38770403,33855721,10-06-2019,2
29194179,48100893,10-06-2019,2
16992703,46265269,10-06-2019,2
5752656,49269021,10-06-2019,2
14449256,48726515,10-06-2019,2
8991620,37867230,10-06-2019,2
8991620,26619559,10-06-2019,2
42603942,2574017,10-06-2019,2
11601751,5937271,10-06-2019,2
11018038,39897558,10-06-2019,3
40171904,50808810,10-06-2019,2
42272533,41248653,10-06-2019,2
9914727,49072861,10-06-2019,2
12345984,2119180,10-06-2019,2
10076914,52599106,10-06-2019,2
28072411,45608891,10-06-2019,2
11192694,46819379,10-06-2019,2
1464368,52814926,10-06-2019,2
35209912,40189771,10-06-2019,4
13667156,45521272,10-06-2019,2
10652667,53646587,10-06-2019,2
43762876,47590184,10-06-2019,3
4000201,48798489,10-06-2019,2
5672659,36367433,10-06-2019,3
4984868,32282141,10-06-2019,2
9663092,31539844,10-06-2019,2
23165057,43807033,10-06-2019,2
7894818,51890468,10-06-2019,2
27044277,44246310,10-06-2019,2
31827880,50791389,10-06-2019,2
4658766,46190992,10-06-2019,2
7317954,41494469,10-06-2019,2
11972023,38429796,10-06-2019,2
42152862,40570017,10-06-2019,2
32237011,39860130,10-06-2019,2
9731632,34861166,10-06-2019,2
40311615,43447584,10-06-2019,2
40562111,2901279,10-06-2019,3
40234331,48472946,10-06-2019,2
3668008,31264088,10-06-2019,2
32556504,35564684,11-06-2019,2
1948876,32044498,11-06-2019,2
9085224,2269240,11-06-2019,2
33731480,42378988,10-06-2019,2
12095897,35667782,10-06-2019,2
12466578,35461777,10-06-2019,2
12741498,38075718,10-06-2019,2
14745127,35412812,10-06-2019,2
18429167,49049060,10-06-2019,2
11192694,4134720,10-06-2019,2
11192694,1762367,10-06-2019,3
43167288,49072850,10-06-2019,2
5845919,3305158,10-06-2019,2
8628598,6887765,10-06-2019,2
30713502,35208525,09-06-2019,2
12028941,30584059,09-06-2019,2
22596705,34169047,09-06-2019,2
839579,42888848,09-06-2019,2
22570980,32449568,09-06-2019,2
39891240,5808231,09-06-2019,2
2379443,5218021,09-06-2019,2
23170687,41192576,09-06-2019,3
13723735,3579675,09-06-2019,2
15559320,46021583,09-06-2019,3
21630318,33362780,10-06-2019,2
29566040,46893636,10-06-2019,2
1209985,52636823,10-06-2019,2
25022242,39050105,09-06-2019,2
18613667,46933789,09-06-2019,2
14373489,42712581,09-06-2019,3
15575753,42466586,09-06-2019,2
41262923,34683768,09-06-2019,2
13755862,35140433,10-06-2019,2
10587160,49072861,10-06-2019,2
7044948,31708695,10-06-2019,2
17416239,47348594,10-06-2019,2
876917,46000191,10-06-2019,2
874825,46197367,10-06-2019,2
8370564,51789135,09-06-2019,2
43022907,47851883,09-06-2019,2
12683346,3169147,09-06-2019,2
14523922,38268878,10-06-2019,2
15757042,39577246,09-06-2019,2
12249601,37206583,09-06-2019,2
33271119,51436245,09-06-2019,2
14526152,35093214,09-06-2019,2
1743686,33277800,09-06-2019,2
1797396,53560303,09-06-2019,2
22527,27104159,09-06-2019,2
1448984,44615244,09-06-2019,2
20124178,6967678,09-06-2019,2
7046780,26038409,09-06-2019,2
41915867,46212951,09-06-2019,2
24787951,31760428,09-06-2019,2
2205334,49613083,09-06-2019,2
3741114,42051826,09-06-2019,2
28246172,41884885,09-06-2019,2
15319966,47939117,09-06-2019,3
8980600,37789891,09-06-2019,2
13016133,51872774,09-06-2019,2
28507042,32229572,09-06-2019,2
43590331,31909620,09-06-2019,2
17296588,35526884,09-06-2019,2
6262657,50600656,09-06-2019,2
43685191,39627247,09-06-2019,2
1344621,34013459,09-06-2019,2
6834886,49227282,09-06-2019,2
42772762,31675406,09-06-2019,2
1940535,6790877,09-06-2019,2
5378891,49518400,09-06-2019,2
1041847,926057,09-06-2019,3
13016886,46402233,09-06-2019,2
4867906,37504935,09-06-2019,2
5401806,46983348,09-06-2019,2
7178842,32271331,09-06-2019,2
11267882,35104494,09-06-2019,2
8773677,46344914,09-06-2019,2
40954306,42585086,09-06-2019,3
10476832,6710132,09-06-2019,2
35202210,35446681,31-05-2019,2
30250774,1817899,31-05-2019,5
5396459,42267693,31-05-2019,2
10941009,41916311,31-05-2019,2
37911392,36464485,31-05-2019,2
23618413,46753009,31-05-2019,2
2598060,46395494,31-05-2019,2
22467597,47864493,31-05-2019,4
4496741,35157226,31-05-2019,2
30602544,34643094,31-05-2019,2
20298980,42680059,31-05-2019,2
7603224,32242160,31-05-2019,2
12586321,7163202,31-05-2019,2
29395547,40148176,31-05-2019,2
17775124,4038698,31-05-2019,2
13357475,41666105,31-05-2019,2
14411070,40737726,31-05-2019,2
39888573,34231804,31-05-2019,2
42971797,2926387,31-05-2019,2
17770584,41955736,30-05-2019,4
41778713,48412037,31-05-2019,2
23015915,32729157,01-06-2019,2
7305800,2590086,30-05-2019,2
9273014,47498750,31-05-2019,2
18984005,35542817,30-05-2019,3
42901451,47065021,30-05-2019,2
26992248,45542737,30-05-2019,2
37967678,43843236,31-05-2019,2
27571069,2516917,30-05-2019,2
17451751,41055706,30-05-2019,2
979605,48180382,30-05-2019,2
18128940,42717473,30-05-2019,2
9476102,32193947,30-05-2019,2
42114407,50830370,30-05-2019,2
41879347,38300838,30-05-2019,2
14828895,49536881,30-05-2019,2
14555986,35815433,30-05-2019,2
9186380,35455205,30-05-2019,2
34297507,6772765,30-05-2019,3
11004449,5771528,30-05-2019,2
10890326,2525349,30-05-2019,2
3674104,31436706,30-05-2019,3
18401341,46265830,30-05-2019,2
18514496,32613412,30-05-2019,2
24504465,14626909,30-05-2019,2
6622389,46399218,30-05-2019,2
35051713,48662959,30-05-2019,2
3125584,46130148,30-05-2019,2
22544958,41518248,30-05-2019,2
18582682,2205258,30-05-2019,5
26652097,39932740,30-05-2019,2
40629174,36524491,30-05-2019,2
11230356,42738485,30-05-2019,2
1913258,31302953,30-05-2019,2
12462443,49244342,30-05-2019,2
30707948,47882506,30-05-2019,2
24441836,1069992,30-05-2019,2
2387598,41695418,31-05-2019,2
43033667,51657194,01-06-2019,2
10871751,32881677,29-05-2019,3
35373121,37619876,30-05-2019,2
15248145,36460533,29-05-2019,2
31714338,42709284,29-05-2019,2
41886667,34935878,30-05-2019,2
23132989,37282152,29-05-2019,2
35771516,3721117,30-05-2019,2
36170151,46948784,29-05-2019,2
4000919,579438,29-05-2019,2
1816911,46296993,29-05-2019,2
7115174,49833636,29-05-2019,2
14156811,36921717,29-05-2019,2
41156153,31731709,29-05-2019,2
3113027,42793827,29-05-2019,2
42134508,50153105,29-05-2019,3
42632726,41884885,29-05-2019,2
12851438,38451951,29-05-2019,2
827244,41017861,29-05-2019,2
42076235,44742433,29-05-2019,2
24374452,34937153,29-05-2019,2
12057509,44439082,29-05-2019,2
35493962,46608628,29-05-2019,2
1546248,34641601,29-05-2019,2
26298686,3177311,29-05-2019,2
42041680,43454321,29-05-2019,2
5981417,38659252,29-05-2019,2
25458345,33914175,29-05-2019,2
11678182,47918282,29-05-2019,2
22880921,36882826,29-05-2019,3
31605714,34709106,29-05-2019,3
42809494,42276302,29-05-2019,2
42196868,46286574,29-05-2019,2
34807773,32054321,29-05-2019,3
23793284,40576144,29-05-2019,2
2451756,42717473,29-05-2019,2
41539050,44704486,29-05-2019,2
21700599,39782810,29-05-2019,2
19912903,31698629,29-05-2019,4
15620411,38137406,29-05-2019,2
10628622,51400039,29-05-2019,2
17003757,45789049,29-05-2019,2
32185322,32921059,29-05-2019,2
14051477,47993173,29-05-2019,2
6414907,38633681,29-05-2019,2
34673895,32184467,29-05-2019,3
10750015,36514103,29-05-2019,2
37649774,44199847,29-05-2019,2
42123294,46719101,28-05-2019,2
11348365,34999480,28-05-2019,2
23390601,2676242,28-05-2019,3
17975466,5043529,28-05-2019,2
34900245,50317552,28-05-2019,2
11455296,39118761,28-05-2019,2
22218879,46223762,28-05-2019,2
32137840,7080239,28-05-2019,2
41920916,49989019,28-05-2019,2
28429658,3542132,28-05-2019,3
14025815,42585510,28-05-2019,4
35623249,35778574,28-05-2019,2
15298262,33893185,28-05-2019,2
6005770,7066841,28-05-2019,2
26337435,32113030,28-05-2019,2
33856339,7082068,28-05-2019,2
42287167,40972875,28-05-2019,3
2672509,46828105,28-05-2019,2
18386240,2747816,28-05-2019,2
42271550,45326600,28-05-2019,2
27073576,31620511,28-05-2019,4
29459861,880282,28-05-2019,4
35786784,1768618,28-05-2019,2
23903614,34859104,28-05-2019,2
32193498,37303198,28-05-2019,2
35557121,202408,28-05-2019,2
24801586,33269884,28-05-2019,2
31606985,3030968,28-05-2019,2
26887778,48215499,28-05-2019,2
31430734,41709071,28-05-2019,2
41247709,47127535,28-05-2019,2
10317043,45999574,28-05-2019,2
7210390,31301485,28-05-2019,2
6676525,50079883,28-05-2019,2
6917044,43247927,28-05-2019,2
12212223,49839188,28-05-2019,2
18064400,33449287,28-05-2019,2
32759289,35598700,28-05-2019,2
21550289,46876583,28-05-2019,2
12559303,37734171,28-05-2019,4
23037981,38335548,28-05-2019,2
41497056,38775500,28-05-2019,3
11194348,35636968,28-05-2019,2
38753657,35134949,28-05-2019,2
17223642,48383749,28-05-2019,2
42074263,35420610,28-05-2019,2
29878399,32921290,28-05-2019,2
41990742,4174663,28-05-2019,3
3073013,6053776,28-05-2019,2
42728177,47425520,28-05-2019,2
20055170,33519120,28-05-2019,2
10419615,47094884,28-05-2019,2
20793153,40218885,28-05-2019,2
31829242,11299809,28-05-2019,2
30424582,35907590,28-05-2019,2
21342823,4370161,28-05-2019,3
26165880,3405285,28-05-2019,2
23058999,38338503,28-05-2019,2
12649158,34046086,28-05-2019,2
41761309,40276001,28-05-2019,3
954977,38115727,28-05-2019,2
11105321,31818893,28-05-2019,3
15906798,40384315,28-05-2019,3
14009553,42154778,28-05-2019,2
34658195,35434277,28-05-2019,2
13755862,3539880,28-05-2019,2
24163148,43532156,28-05-2019,2
8580713,6638151,28-05-2019,2
16198912,32586840,28-05-2019,2
41502206,43798368,28-05-2019,3
10681350,156060,28-05-2019,3
21037821,32283579,28-05-2019,2
17769680,40945068,28-05-2019,2
16355904,34426437,28-05-2019,2
23540394,3633284,28-05-2019,2
21132249,50539304,28-05-2019,2
17734198,35187319,28-05-2019,2
4322538,28741509,28-05-2019,2
15915437,6519992,28-05-2019,2
24936371,38330333,28-05-2019,2
4540003,35146653,28-05-2019,2
1121600,32046918,28-05-2019,2
28948720,6052272,28-05-2019,2
6077855,33781233,28-05-2019,2
34204514,43411921,28-05-2019,2
20205826,47150866,28-05-2019,2
12662941,31648894,28-05-2019,2
5890086,35196289,28-05-2019,2
13839071,45296133,28-05-2019,2
20600381,36764403,28-05-2019,2
1064741,40293805,28-05-2019,2
33779521,7023155,28-05-2019,2
41824577,1058234,28-05-2019,3
21723241,49946923,28-05-2019,2
41629840,50615221,28-05-2019,2
25205025,45815236,28-05-2019,2
13398649,43785097,28-05-2019,2
6646465,35504413,28-05-2019,2
10991963,46478416,28-05-2019,2
1546248,3680857,28-05-2019,2
11729889,42654367,28-05-2019,2
23004957,37077821,28-05-2019,3
4714215,4737355,28-05-2019,3
26084308,49269590,28-05-2019,2
14365801,4593965,28-05-2019,2
41857895,5747437,28-05-2019,2
15713721,44781584,28-05-2019,2
6564136,32251206,28-05-2019,3
22090157,34759937,28-05-2019,2
33019913,32566957,28-05-2019,2
20909262,22749259,28-05-2019,2
34833066,38510384,28-05-2019,2
4008767,47166736,28-05-2019,2
29051309,3714465,28-05-2019,2
13497390,43483315,28-05-2019,2
20963776,35144038,28-05-2019,2
24352515,50602115,28-05-2019,2
13281853,2626776,28-05-2019,2
35601139,3242033,28-05-2019,3
42201388,51365661,28-05-2019,3
4529571,173365,28-05-2019,2
30115051,36346809,28-05-2019,3
22344978,44165438,28-05-2019,2
36261258,45706937,28-05-2019,2
12068995,6363562,28-05-2019,2
18125549,39161275,27-05-2019,4
10954695,31944543,27-05-2019,2
14461578,40275993,27-05-2019,2
24775947,46374496,27-05-2019,2
15239711,46130148,27-05-2019,2
28338166,43305867,28-05-2019,2
27046009,6586222,27-05-2019,3
14434524,35470355,28-05-2019,2
28642931,32657547,28-05-2019,2
42423574,6682401,27-05-2019,2
14426986,47495987,27-05-2019,2
27083813,42724158,27-05-2019,3
35155481,750891,27-05-2019,2
33819977,45363433,27-05-2019,2
3249005,6041792,27-05-2019,2
16973550,2485933,27-05-2019,2
10236381,3038693,27-05-2019,2
28005800,34316799,27-05-2019,2
16356768,36519206,27-05-2019,2
10913976,3624193,27-05-2019,2
5290507,35814321,27-05-2019,2
19067941,46701022,27-05-2019,2
31869932,50853412,27-05-2019,2
4951911,3245761,27-05-2019,2
40208931,32079069,27-05-2019,2
21508365,28023609,27-05-2019,2
44095389,40275993,19-06-2019,4
25546101,51581945,19-06-2019,2
23164677,33739431,19-06-2019,2
13219312,4155810,19-06-2019,2
16516277,47842323,19-06-2019,3
13350447,50585392,19-06-2019,2
17981931,33518288,19-06-2019,3
6755161,50826217,19-06-2019,2
6105545,33088688,19-06-2019,2
5433408,52655320,19-06-2019,2
11342525,43345548,19-06-2019,2
18156817,2798347,19-06-2019,3
31350578,42466415,19-06-2019,2
1873410,40450069,19-06-2019,2
24165118,34371958,19-06-2019,2
21460251,43474411,19-06-2019,3
44118906,34417079,19-06-2019,2
17124927,31504655,19-06-2019,2
31661178,47952339,19-06-2019,2
10948318,40275989,19-06-2019,2
14915452,34938258,19-06-2019,2
12593835,46930331,19-06-2019,2
3158675,47774234,19-06-2019,2
43577403,26577159,19-06-2019,4
38437825,44307118,18-06-2019,3
6457098,24833459,18-06-2019,3
10519704,37761853,18-06-2019,2
1700023,42215762,19-06-2019,2
1307322,6750720,19-06-2019,2
25236872,32893894,19-06-2019,3
22012641,49628660,19-06-2019,2
30796324,883456,19-06-2019,2
13895557,6391857,19-06-2019,2
5467615,32670341,19-06-2019,2
42115376,36937177,18-06-2019,2
44608245,6670172,19-06-2019,2
12356881,33518017,19-06-2019,2
9542191,43474411,19-06-2019,2
19207610,50311545,18-06-2019,2
18838262,6643460,19-06-2019,2
12574090,239538,18-06-2019,2
18766442,31298885,18-06-2019,2
22816280,34425885,19-06-2019,2
6161653,45711325,18-06-2019,2
24271798,36903805,18-06-2019,2
13201813,37436515,19-06-2019,2
13460605,1754907,18-06-2019,2
36475974,1008370,19-06-2019,2
29249149,34182343,19-06-2019,2
16065556,33500792,18-06-2019,3
44249704,31451211,18-06-2019,3
812817,39050102,18-06-2019,2
11565402,6585194,18-06-2019,2
3323849,4464718,18-06-2019,2
42649655,47870628,18-06-2019,4
1593923,49248410,18-06-2019,2
